//编号	技能名称	标识是否是生活技能	职业	左手武器限制	右手武器限制	身体装备限制	贝壳使用检测	技能阶段	技能类型	有益/有害	学习等级	前置技能	技能点消耗	施放者形态	适用地点	释放距离	作用对象	攻击模式	角度	半径	技能区域形状	技能前期处理公式	技能添加地面状态公式	技能sp公式	耐久度消耗公式	冲值消耗公式	技能区域公式	施放阶段公式	效果阶段公式	正效果公式	反效果公式	绑定的可手动移除状态编号	自身参数	自身效果	消耗物品	持续时间	目标参数	溅射参数	目标持续效果	溅射持续效果	变身编号	召唤编号	释放时间	再施放时间	伤害表现	动作播放	动作	keyframe	攻击音效	人物dummy	人物特效	基准值	道具dummy	道具特效	道具特效2	飞行keyfram	人物dummy	道具dummy	飞行特效	飞行速度	受击音效	dummy	人物受击特效	特效时间点	地面受击特效	水面受击特效	ICON	技能播放次数	操作执行命令	说明	效果	消耗	备注																																		
0398	雷达LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa2	0	0	0	SkillArea_Square_LeiDa2	Skill_LeiDa2_Begin	Skill_LeiDa2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2740	制造产出技能	0	0																																		
0399	船体修复LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu2_Begin	Skill_ChuanTiXiuFu2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2734	制造产出技能	0	0																																		
0400	食物再生LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng2_Begin	Skill_ShiWuZaiSheng2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2735	制造产出技能	0	0																																		
0401	腐蚀弹LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan2_Begin	Skill_FuShiDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	2736	制造产出技能	0	0																																		
0402	影像再生仪LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen2_Begin	Skill_YinXiangZaiShen2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2738	制造产出技能	0	0																																		
0403	绵羊自爆LV2	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb2	SkillSp_Myzb2	0	0	SkillArea_Circle_Myzb2	Skill_Myzb2_Begin	Skill_Myzb2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb2	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2373	制造产出技能	0	0																																		
0404	船只水雷LV2	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_Czsl2	Skill_Czsl2_Begin	Skill_Czsl2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl2	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2742	制造产出技能	0	0																																		
0405	腐蚀之球LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu3_Begin	Skill_FuShiZhiQiu3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	2754	1级减少15%物抗和15%防御，每升一级多增加5%	0	0																																		
0406	噪音制造器LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao3	0	0	0	SkillArea_Square_ZaoYinZhiZao3	Skill_ZaoYinZhiZao3_Begin	Skill_ZaoYinZhiZao3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2755	制造产出技能	0	0																																		
0407	地震发生器LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng3	0	0	0	SkillArea_Circle_DiZhenFaSheng3	Skill_DiZhenFaSheng3_Begin	Skill_DiZhenFaSheng3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	2756	制造产出技能	0	0																																		
0408	链弹LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan3_Begin	Skill_LianDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2765	制造产出技能	0	0																																		
0409	幻影发生器LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng3_Begin	Skill_HuanYinFaSheng3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2761	制造产出技能	0	0																																		
0410	船只潜行LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing3_Begin	Skill_ChuanZhiQianXing3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2763	制造产出技能	0	0																																		
0411	雷达LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa3	0	0	0	SkillArea_Square_LeiDa3	Skill_LeiDa3_Begin	Skill_LeiDa3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2764	制造产出技能	0	0																																		
0412	船体修复LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu3_Begin	Skill_ChuanTiXiuFu3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2758	制造产出技能	0	0																																		
0413	食物再生LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng3_Begin	Skill_ShiWuZaiSheng3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2759	制造产出技能	0	0																																		
0414	腐蚀弹LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan3_Begin	Skill_FuShiDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	2760	制造产出技能	0	0																																		
0415	影像再生仪LV3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen3_Begin	Skill_YinXiangZaiShen3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2762	制造产出技能	0	0																																		
0416	绵羊自爆LV3	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb3	SkillSp_Myzb3	0	0	SkillArea_Circle_Myzb3	Skill_Myzb3_Begin	Skill_Myzb3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb3	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2375	制造产出技能	0	0																																		
0417	船只水雷LV3	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_Czsl3	Skill_Czsl3_Begin	Skill_Czsl3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl3	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2766	制造产出技能	0	0																																		
0418	腐蚀之球LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu4_Begin	Skill_FuShiZhiQiu4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	2778	1级减少15%物抗和15%防御，每升一级多增加5%	0	0																																		
0419	噪音制造器LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao4	0	0	0	SkillArea_Square_ZaoYinZhiZao4	Skill_ZaoYinZhiZao4_Begin	Skill_ZaoYinZhiZao4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2779	制造产出技能	0	0																																		
0420	地震发生器LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng4	0	0	0	SkillArea_Circle_DiZhenFaSheng4	Skill_DiZhenFaSheng4_Begin	Skill_DiZhenFaSheng4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	2780	制造产出技能	0	0																																		
0421	链弹LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan4_Begin	Skill_LianDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2789	制造产出技能	0	0																																		
0422	幻影发生器LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng4_Begin	Skill_HuanYinFaSheng4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2785	制造产出技能	0	0																																		
0423	船只潜行LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing4_Begin	Skill_ChuanZhiQianXing4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2787	制造产出技能	0	0																																		
0424	雷达LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa4	0	0	0	SkillArea_Square_LeiDa4	Skill_LeiDa4_Begin	Skill_LeiDa4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2788	制造产出技能	0	0																																		
0425	船体修复LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu4_Begin	Skill_ChuanTiXiuFu4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2782	制造产出技能	0	0																																		
0426	食物再生LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng4_Begin	Skill_ShiWuZaiSheng4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2783	制造产出技能	0	0																																		
0427	腐蚀弹LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan4_Begin	Skill_FuShiDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	2784	制造产出技能	0	0																																		
0428	影像再生仪LV4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen4_Begin	Skill_YinXiangZaiShen4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2786	制造产出技能	0	0																																		
0429	绵羊自爆LV4	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb4	SkillSp_Myzb4	0	0	SkillArea_Circle_Myzb4	Skill_Myzb4_Begin	Skill_Myzb4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb4	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2379	制造产出技能	0	0																																		
0430	船只水雷LV4	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_Czsl4	Skill_Czsl4_Begin	Skill_Czsl4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl4	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2790	制造产出技能	0	0																																		
0431	腐蚀之球LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu5_Begin	Skill_FuShiZhiQiu5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	2802	1级减少15%物抗和15%防御，每升一级多增加5%	0	0																																		
0432	噪音制造器LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao5	0	0	0	SkillArea_Square_ZaoYinZhiZao5	Skill_ZaoYinZhiZao5_Begin	Skill_ZaoYinZhiZao5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2803	制造产出技能	0	0																																		
0433	地震发生器LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng5	0	0	0	SkillArea_Circle_DiZhenFaSheng5	Skill_DiZhenFaSheng5_Begin	Skill_DiZhenFaSheng5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	2804	制造产出技能	0	0																																		
0434	链弹LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan5_Begin	Skill_LianDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2813	制造产出技能	0	0																																		
0435	幻影发生器LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng5_Begin	Skill_HuanYinFaSheng5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2809	制造产出技能	0	0																																		
0436	船只潜行LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing5_Begin	Skill_ChuanZhiQianXing5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2811	制造产出技能	0	0																																		
0437	雷达LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa5	0	0	0	SkillArea_Square_LeiDa5	Skill_LeiDa5_Begin	Skill_LeiDa5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2812	制造产出技能	0	0																																		
0438	船体修复LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu5_Begin	Skill_ChuanTiXiuFu5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2806	制造产出技能	0	0																																		
0439	食物再生LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng5_Begin	Skill_ShiWuZaiSheng5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2807	制造产出技能	0	0																																		
0440	腐蚀弹LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan5_Begin	Skill_FuShiDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	2808	制造产出技能	0	0																																		
0441	影像再生仪LV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen5_Begin	Skill_YinXiangZaiShen5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2810	制造产出技能	0	0																																		
0442	绵羊自爆LV5	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb5	SkillSp_Myzb5	0	0	SkillArea_Circle_Myzb5	Skill_Myzb5_Begin	Skill_Myzb5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb5	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2380	制造产出技能	0	0																																		
0443	船只水雷LV5	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_Czsl5	Skill_Czsl5_Begin	Skill_Czsl5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl5	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2814	制造产出技能	0	0																																		
0444	神佑药水	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_Wudiyaoshui_Begin	Skill_Wudiyaoshui_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1860	神佑药水	0	0																																		
0445	减速塔	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_JST_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	2	1	7	-1	40	1	0	0	1	0,0	0,0	-1	1	1	1070	2500	-1	-1	0	0	0	0	s0081.tga	0	0	让对方减速50%	0	0	0																																		
0446	吸魔塔	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_XMT_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	2	1	7	-1	40	1	0	0	1	0,0	0,0	-1	1	1	1069	2500	-1	-1	929	0	0	0	s0081.tga	0	0	吸对方魔法	0	0	0																																		
0447	飞蛇出击	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	3	1200	4	1	0	0	0	0	0	0	0	0	0	0	Skill_FeiShe_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	2	1	11	0	40	1	186	0	1	0,0	0,0	0	1	1	1068	1200	41	2	195	-2	0	0	s0081.tga	0	0	Boss技能	0	0	0																																		
0448	海盗挥击	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	2	0	0	1	0	0	0	0	0	SkillArea_Line_Hdhj	0	Skill_Hdhj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	1	1	11	0	42	1	942	0,0	-1	0,0	0,0	-1	-1	-1	0	0	43	2	931	0	0	0	s0082.tga	0	0	boss技能	0	0	0																																		
0449	海军挥击	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	2	0	0	1	0	0	0	0	0	SkillArea_Line_Hjhj	0	Skill_Hjhj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	1	1	11	0	42	10	941	0,0	-1	0,0	0,0	-1	-1	-1	0	0	43	2	930	0	0	0	s0082.tga	0	0	boss技能	0	0	0																																		
0450	精神鞭挞	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	0	0	0	0	0	Skill_JSBT_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	11	-1	92	-1	190	0	-1	0,0	0,0	0	9	1	2003	1200	93	2	0	-2	0	0	s0099.tga	0	0	怪物技能	0	0	0																																		
0451	神圣蜡烛	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_Shenshenglazhu_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	3006	0	0	0																																		
0452	女神雕像	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_NSDX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	3010	0	0	0																																		
0453	Ethereal Slash	1	9,3	1,-1	1,1;1,2	1,-1	-1	2	1	0	-1	-1	０	1	1	０	4	2	0	0	4	0	0	SkillSp_WuYin	0	0	SkillArea_Circle_WuYin	0	Skill_WuYin_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_WuYin	1	1	14	0	40	2	0	0	0	0,0	0,0	0	-1	-1	0	0	41	-1	195	-1	939	0	s0453.tga	0	0	Burst out endless sword energy to the surrounding enemies	does 500 damage to surrounding enemies. Damage is raised by 30 per skill level	Static 125 SP usage	0																																			
0454	Super Consciousness	1	16,3	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	０	1	1	０	4	2	0	0	4	0	SkillArea_State_XYSYF	SkillSp_XYSYF	0	0	SkillArea_Circle_XYSYF	0	Skill_XYSYF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_XYSYF	1	1	12	0	40	2	0	0	0	0,0	0,0	0	-1	-1	0	0	41	-1	131	-1	0	0	s0454.tga	0	0	Uses mysterious mind power to summon different objects to hit the surrounding enemies dealing damage	Level 1 does 180 damage every 3 seconds, and lasts for 15 seconds. Damage is raised by 30 per skill level	Constant usage of 160 SP	0																					
